name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value
Scott Shaffer,0,0,0,0,0,0,10,28,0,38
Hector Aldana,0,0,0,0,0,0,30,7,0,37
Felipe Olivieri,0,0,0,0,0,0,10,27,0,37
Mike King,0,0,0,0,0,0,10,27,0,37
Gideon Ray,0,0,0,0,0,0,30,7,0,37
Naho Sugiyuma,0,0,0,0,0,0,10,1,25,36
Joey Gomez,0,0,0,0,0,0,30,6,0,36
Ruben Villareal,0,0,0,0,0,0,20,16,0,36
Kris McCray,0,0,0,0,0,0,30,6,0,36
Phil Cardella,0,0,0,0,0,0,20,15,0,35
Antonio McKee,0,0,0,0,0,0,20,15,0,35
Ryan McGivern,0,0,0,0,0,0,10,0,25,35
Carlton Jones,0,0,0,0,0,0,30,5,0,35
Ben Sosoli,0,0,0,0,0,20,10,5,0,35
Andre Pederneiras,0,0,0,0,0,0,10,0,25,35
Solomon Renfro,0,0,0,0,0,0,10,25,0,35
Gabe Lemley,0,0,0,0,0,0,10,0,25,35
Jakob Lovstad,0,0,0,0,0,0,10,0,25,35
Miika Mehmet,0,0,0,0,0,0,10,0,25,35
Takayo Hashi,0,0,0,0,0,0,10,0,25,35
Niklas Stolze,0,0,0,0,0,0,30,4,0,34
Colin Fletcher,0,0,0,0,0,0,20,14,0,34
Mateo Vogel,0,0,0,0,0,0,10,24,0,34
Steve Montgomery,0,0,0,0,0,0,20,14,0,34
Wagner Prado,0,0,0,0,0,10,20,4,0,34
Ali AlQaisi,0,0,0,0,0,0,20,14,0,34
Brandon Cash,0,0,0,0,0,0,20,14,0,34
Stefan Leko,0,0,0,0,0,0,30,4,0,34
Micol Di Segni,0,0,0,0,0,0,10,24,0,34
Roldan Sangcha'an,0,0,0,0,0,0,20,13,0,33
Antonio Dos Santos,0,0,0,0,0,0,20,13,0,33
Kultar Gill,0,0,0,0,0,0,20,13,0,33
Duda Santana,0,0,0,0,0,0,10,23,0,33
Bobby Nash,0,0,0,0,0,0,30,3,0,33
Jake Lindsey,0,0,0,0,0,0,30,3,0,33
Elaina Maxwell,0,0,0,0,0,0,30,3,0,33
Barb Honchak,0,0,0,0,0,0,20,12,0,32
Joe Lowry,0,0,0,0,0,0,20,12,0,32
Nohelin Hernandez,0,0,0,0,0,0,20,12,0,32
TJ Laramie,0,0,0,0,0,0,20,12,0,32
Joshua Weems,0,0,0,0,0,0,20,12,0,32
Denis Stojnic,0,0,0,0,0,0,20,12,0,32
Brodie Farber,0,0,0,0,0,0,20,12,0,32
Yuri Villefort,0,0,0,0,0,0,30,2,0,32
Lisa Ellis,0,0,0,0,0,0,30,2,0,32
Paul Rodriguez,0,0,0,0,0,0,30,1,0,31
Jumabieke Tuerxun,0,0,0,0,0,0,30,1,0,31
Malik Lewis,0,0,0,0,0,0,20,11,0,31
Antwain Britt,0,0,0,0,0,0,30,1,0,31
Lukasz Sajewski,0,0,0,0,0,0,30,1,0,31
Sean Salmon,0,0,0,0,0,0,30,1,0,31
Jared Papazian,0,0,0,0,0,0,30,1,0,31
Jimmy Ambriz,0,0,0,0,0,0,30,0,0,30
Garett Whiteley,0,0,0,0,0,0,30,0,0,30
Jorge Patino,0,0,0,0,0,0,30,0,0,30
Gabe Ruediger,0,0,0,0,0,0,30,0,0,30
Jocelyn Jones-Lybarger,0,0,0,0,0,0,30,0,0,30
Jacob Kilburn,0,0,0,0,0,0,30,0,0,30
Erick Gonzalez,0,0,0,0,0,0,30,0,0,30
Edward Faaloloto,0,0,0,0,0,0,30,0,0,30
Yoshihiro Takayama,0,0,0,0,0,0,30,0,0,30
Bojan Mihajlovic,0,0,0,0,0,0,30,0,0,30
Andy Enz,0,0,0,0,0,0,30,0,0,30
Louis Taylor,0,0,0,0,0,0,20,10,0,30
Felix Lee Mitchell,0,0,0,0,0,0,30,0,0,30
Daniel Jolly,0,0,0,0,0,0,30,0,0,30
Travis Galbraith,0,0,0,0,0,0,30,0,0,30
Brian Camozzi,0,0,0,0,0,0,30,0,0,30
Matt Horwich,0,0,0,0,0,0,30,0,0,30
Alex Reyes,0,0,0,0,0,0,30,0,0,30
Jeremy Jackson,0,0,0,0,0,0,30,0,0,30
Matt Bessette,0,0,0,0,0,10,20,0,0,30
Muhsin Corbbrey,0,0,0,0,0,0,30,0,0,30
Ruan Potts,0,0,0,0,0,0,30,0,0,30
Erik Apple,0,0,0,0,0,0,30,0,0,30
Roque Martinez,0,0,0,0,0,0,30,0,0,30
Diego Saraiva,0,0,0,0,0,0,30,0,0,30
Lodune Sincaid,0,0,0,0,0,0,30,0,0,30
Ryuta Sakurai,0,0,0,0,0,0,30,0,0,30
Iliarde Santos,0,0,0,0,0,0,30,0,0,30
Salim Touahri,0,0,0,0,0,0,30,0,0,30
Yusuke Imamura,0,0,0,0,0,0,30,0,0,30
Charlie Ontiveros,0,0,0,0,0,0,30,0,0,30
Rosi Sexton,0,0,0,0,0,0,30,0,0,30
Damian Grabowski,0,0,0,0,0,0,30,0,0,30
Patrik White,0,0,0,0,0,0,10,20,0,30
Kevin Natividad,0,0,0,0,0,0,30,0,0,30
Ramona Pascual,0,0,0,0,0,0,30,0,0,30
Brad Imes,0,0,0,0,0,0,30,0,0,30
Ray Rodriguez,0,0,0,0,0,0,30,0,0,30
Harris Sarmiento,0,0,0,0,0,0,30,0,0,30
Bu-Kyung Jung,0,0,0,0,0,0,30,0,0,30
Marnic Mann,0,0,0,0,0,0,30,0,0,30
Mario Rivera,0,0,0,0,0,0,30,0,0,30
Dmitrii Smoliakov,0,0,0,0,0,0,30,0,0,30
Mostapha Al-Turk,0,0,0,0,0,0,30,0,0,30
Dominic Waters,0,0,0,0,0,0,30,0,0,30
Darrell Montague,0,0,0,0,0,0,30,0,0,30
Hu Yaozong,0,0,0,0,0,0,30,0,0,30
Luke Caudillo,0,0,0,0,0,0,30,0,0,30
Angela Magana,0,0,0,0,0,0,30,0,0,30
Kiefer Crosbie,0,0,0,0,0,0,20,10,0,30
Jason Reinhardt,0,0,0,0,0,0,30,0,0,30
Bill Mahood,0,0,0,0,0,0,30,0,0,30
Mike Rhodes,0,0,0,0,0,0,30,0,0,30
Rodney Wallace,0,0,0,0,0,0,30,0,0,30
Josh Haynes,0,0,0,0,0,0,30,0,0,30
Yuhi Sano,0,0,0,0,0,0,30,0,0,30
Keisuke Fujiwara,0,0,0,0,0,0,30,0,0,30
Sean Bassett,0,0,0,0,0,0,30,0,0,30
Eric Wisely,0,0,0,0,0,0,30,0,0,30
Roman Salazar,0,0,0,0,0,10,20,0,0,30
Dan Moret,0,0,0,0,0,0,30,0,0,30
Josh Neal,0,0,0,0,0,0,30,0,0,30
Bristol Marunde,0,0,0,0,0,0,30,0,0,30
Andre Amado,0,0,0,0,0,0,30,0,0,30
Eduardo Neves,0,0,0,0,0,0,20,9,0,29
Mychal Clark,0,0,0,0,0,0,0,29,0,29
Dylan Mantello,0,0,0,0,0,0,20,9,0,29
Sergio Gomez,0,0,0,0,0,0,20,8,0,28
Jessica Rakoczy,0,0,0,0,0,0,20,8,0,28
Dean Barry,0,0,0,0,0,0,10,18,0,28
Paulo Renato Junior,0,0,0,0,0,0,20,8,0,28
Bernardo Magalhaes,0,0,0,0,0,0,20,8,0,28
Dave Galera,0,0,0,0,0,0,10,17,0,27
Kestutis Smirnovas,0,0,0,0,0,0,20,7,0,27
Mike Seal,0,0,0,0,0,0,10,17,0,27
Aaron Jeffery,0,0,0,0,0,0,20,7,0,27
Leonardo Guimaraes,0,0,0,0,0,0,20,7,0,27
Shoji Maruyama,0,0,0,0,0,0,10,17,0,27
Jacob Silva,0,0,0,0,0,0,20,7,0,27
Nandor Guelmino,0,0,0,0,0,0,20,7,0,27
Anton Zafir,0,0,0,0,0,0,20,6,0,26
Joey Gambino,0,0,0,0,0,0,20,6,0,26
Razak Al-Hassan,0,0,0,0,0,0,20,6,0,26
Cesar Arzamendia,0,0,0,0,0,0,20,6,0,26
Jose Landi-Jons,0,0,0,0,0,0,20,6,0,26
Bob Schrijber,0,0,0,0,0,0,20,6,0,26
Nissen Osterneck,0,0,0,0,0,0,20,6,0,26
Danny Mitchell,0,0,0,0,0,0,20,6,0,26
Alex Andrade,0,0,0,0,0,0,20,6,0,26
Sam Greco,0,0,0,0,0,0,10,16,0,26
Larry Cureton,0,0,0,0,0,0,20,5,0,25
Grigory Popov,0,0,0,0,0,0,20,5,0,25
Anthony Morrison,0,0,0,0,0,0,20,5,0,25
Steve Judson,0,0,0,0,0,0,20,5,0,25
Davi Bittencourt,0,0,0,0,0,0,10,14,0,24
Kwan Ho Kwak,0,0,0,0,0,0,20,4,0,24
Cristina Stanciu,0,0,0,0,0,0,20,4,0,24
Juan Manuel Puig,0,0,0,0,0,0,20,4,0,24
JunYoung Hong,0,0,0,0,0,0,20,4,0,24
Marcus Silveira,0,0,0,0,0,10,10,4,0,24
Tiffany Masters,0,0,0,0,0,0,10,14,0,24
Michal Figlak,0,0,0,0,0,0,20,4,0,24
Kyle Dietz,0,0,0,0,0,0,20,3,0,23
Anthony Lapsley,0,0,0,0,0,0,20,3,0,23
Tyler Diamond,0,0,0,0,0,0,10,13,0,23
Nikolay Veretennikov,0,0,0,0,0,0,20,3,0,23
Oliver Enkamp,0,0,0,0,0,0,20,3,0,23
Royce Alger,0,0,0,0,0,0,20,3,0,23
Tuco Tokkos,0,0,0,0,0,0,20,3,0,23
Alejandro Flores,0,0,0,0,0,0,10,13,0,23
Jean Francois Lenogue,0,0,0,0,0,0,10,13,0,23
Kenneth Bergh,0,0,0,0,0,10,0,13,0,23
Fernando Bruno,0,0,0,0,0,0,20,2,0,22
Lucio Linhares,0,0,0,0,0,0,20,2,0,22
Mike Campbell,0,0,0,0,0,0,20,2,0,22
Drew Dimanlig,0,0,0,0,0,0,20,2,0,22
Yuki Sasaki,0,0,0,0,0,0,20,2,0,22
Ulysses Gomez,0,0,0,0,0,0,20,2,0,22
Cameron VanCamp,0,0,0,0,0,0,20,2,0,22
Juancamilo Ronderos,0,0,0,0,0,0,20,2,0,22
Joe Merritt,0,0,0,0,0,0,10,12,0,22
David Lee,0,0,0,0,0,0,20,1,0,21
Wes Combs,0,0,0,0,0,0,20,1,0,21
Tim Williams,0,0,0,0,0,0,20,1,0,21
Jorge Lopez,0,0,0,0,0,0,20,1,0,21
Jorge Ortiz,0,0,0,0,0,0,10,11,0,21
Leonardo Morales,0,0,0,0,0,0,20,1,0,21
Hamdy Abdelwahab,0,0,0,0,0,10,0,11,0,21
Jaime Jara,0,0,0,0,0,0,10,11,0,21
Amir Rahnavardi,0,0,0,0,0,0,20,1,0,21
Jared Rollins,0,0,0,0,0,0,10,11,0,21
Yuri Panferov,0,0,0,0,0,0,10,11,0,21
Flavio Luiz Moura,0,0,0,0,0,0,20,1,0,21
Mark Holst,0,0,0,0,0,0,20,1,0,21
Emily Kagan,0,0,0,0,0,0,20,1,0,21
Branko Cikatic,0,0,0,0,0,0,20,1,0,21
John Cofer,0,0,0,0,0,0,20,1,0,21
Scott Junk,0,0,0,0,0,0,10,11,0,21
Harry Moskowitz,0,0,0,0,0,0,20,1,0,21
Kristof Midoux,0,0,0,0,0,0,20,1,0,21
Alex Ricci,0,0,0,0,0,0,20,1,0,21
Tommy Hayden,0,0,0,0,0,0,20,1,0,21
Greg Rebello,0,0,0,0,0,0,20,1,0,21
Suman Mokhtarian,0,0,0,0,0,0,20,0,0,20
Joe Brammer,0,0,0,0,0,0,20,0,0,20
Nick Gonzalez,0,0,0,0,0,0,20,0,0,20
Doug Evans,0,0,0,0,0,0,20,0,0,20
Charlie Kohler,0,0,0,0,0,0,20,0,0,20
Dos Caras Jr.,0,0,0,0,0,0,20,0,0,20
Ashkan Mokhtarian,0,0,0,0,0,0,20,0,0,20
Luan Lacerda,0,0,0,0,0,0,20,0,0,20
Nick Fiore,0,0,0,0,0,0,20,0,0,20
KB Bhullar,0,0,0,0,0,0,20,0,0,20
David Kaplan,0,0,0,0,0,0,20,0,0,20
Oli Thompson,0,0,0,0,0,0,20,0,0,20
Ednaldo Oliveira,0,0,0,0,0,0,20,0,0,20
Vince Cachero,0,0,0,0,0,0,20,0,0,20
Dashon Johnson,0,0,0,0,0,0,20,0,0,20
Rob Wilkinson,0,0,0,0,0,0,20,0,0,20
Alex Schoenauer,0,0,0,0,0,0,20,0,0,20
Angelo Trevino,0,0,0,0,0,0,10,10,0,20
Jesse Fujarczyk,0,0,0,0,0,0,20,0,0,20
Chad Reiner,0,0,0,0,0,0,20,0,0,20
Shimon Smotritsky,0,0,0,0,0,0,20,0,0,20
Thomas Gifford,0,0,0,0,0,0,20,0,0,20
Luiz Dutra,0,0,0,0,0,0,20,0,0,20
Jason Novelli,0,0,0,0,0,0,20,0,0,20
Yasuhiro Urushitani,0,0,0,0,0,0,20,0,0,20
James Zikic,0,0,0,0,0,0,20,0,0,20
Anthony Christodoulou,0,0,0,0,0,0,20,0,0,20
Hernani Perpetuo,0,0,0,0,0,0,20,0,0,20
Cain Carrizosa,0,0,0,0,0,0,20,0,0,20
Brandon Wolff,0,0,0,0,0,0,20,0,0,20
Jason Godsey,0,0,0,0,0,0,20,0,0,20
Michael Patt,0,0,0,0,0,0,20,0,0,20
Salvador Woods,0,0,0,0,0,0,20,0,0,20
Jose Daniel Medina,0,0,0,0,0,0,20,0,0,20
Canaan Kawaihae,0,0,0,0,0,0,20,0,0,20
Jay Silva,0,0,0,0,0,0,20,0,0,20
Carls John De Tomas,0,0,0,0,0,0,20,0,0,20
Joseph Sandoval,0,0,0,0,0,0,20,0,0,20
Andrew Valladerez,0,0,0,0,0,0,20,0,0,20
TJ O'Brien,0,0,0,0,0,0,20,0,0,20
Alexis Dufresne,0,0,0,0,0,0,20,0,0,20
Joao Zeferino,0,0,0,0,0,0,20,0,0,20
Besam Yousef,0,0,0,0,0,0,20,0,0,20
Wagner Silva,0,0,0,0,0,0,20,0,0,20
Alex Soto,0,0,0,0,0,0,20,0,0,20
Trenell Young,0,0,0,0,0,0,20,0,0,20
Antonio Mendes,0,0,0,0,0,0,20,0,0,20
Bruno Korea,0,0,0,0,0,0,20,0,0,20
Cody East,0,0,0,0,0,0,20,0,0,20
Rostem Akman,0,0,0,0,0,0,20,0,0,20
Mats Nilsson,0,0,0,0,0,0,20,0,0,20
Brandon Lewis,0,0,0,0,0,0,20,0,0,20
Victor Rodriguez,0,0,0,0,0,0,20,0,0,20
Gilbert Aldana,0,0,0,0,0,0,20,0,0,20
Landon Quinones,0,0,0,0,0,0,20,0,0,20
Brian Houston,0,0,0,0,0,0,20,0,0,20
Carlton Minus,0,0,0,0,0,0,20,0,0,20
Tae Hyun Lee,0,0,0,0,0,0,20,0,0,20
Ryan Thomas,0,0,0,0,0,0,20,0,0,20
Mike Lullo,0,0,0,0,0,0,20,0,0,20
Dan Evensen,0,0,0,0,0,0,20,0,0,20
Bobby Sanchez,0,0,0,0,0,0,20,0,0,20
Alexandre Dantas,0,0,0,0,0,0,20,0,0,20
Trent Jenkins,0,0,0,0,0,0,20,0,0,20
Josh Shockley,0,0,0,0,0,0,20,0,0,20
Brad Morris,0,0,0,0,0,0,20,0,0,20
Chris Indich,0,0,0,0,0,0,20,0,0,20
Edson Drago,0,0,0,0,0,0,20,0,0,20
Byron Bloodworth,0,0,0,0,0,0,20,0,0,20
Reyes Cortez Jr.,0,0,0,0,0,0,20,0,0,20
Dan Stittgen,0,0,0,0,0,0,20,0,0,20
Jesse Strader,0,0,0,0,0,0,20,0,0,20
Karl Reed,0,0,0,0,0,0,20,0,0,20
Siala Siliga,0,0,0,0,0,0,20,0,0,20
Mike Stumpf,0,0,0,0,0,0,20,0,0,20
Anthony Adams,0,0,0,0,0,0,20,0,0,20
Jason Gilliam,0,0,0,0,0,0,20,0,0,20
Brandon Jenkins,0,0,0,0,0,0,20,0,0,20
John Hosman,0,0,0,0,0,0,20,0,0,20
Dakota Bush,0,0,0,0,0,0,20,0,0,20
Jeremy Tavares,0,0,0,0,0,0,20,0,0,20
Emmanuel Yarborough,0,0,0,0,0,0,20,0,0,20
Marcin Bandel,0,0,0,0,0,0,20,0,0,20
Leo Kuntz,0,0,0,0,0,0,20,0,0,20
Chris Haseman,0,0,0,0,0,0,20,0,0,20
Marcos Galvao,0,0,0,0,0,0,20,0,0,20
Fabiano Scherner,0,0,0,0,0,0,20,0,0,20
Dae Won Kim,0,0,0,0,0,0,20,0,0,20
Jason Tan,0,0,0,0,0,0,20,0,0,20
Michael Cora,0,0,0,0,0,0,10,10,0,20
Roger Hollett,0,0,0,0,0,0,20,0,0,20
Zane Frazier,0,0,0,0,0,0,20,0,0,20
Steve Vigneault,0,0,0,0,0,0,20,0,0,20
Horacio Gutierrez,0,0,0,0,0,0,20,0,0,20
Donny Walker,0,0,0,0,0,0,20,0,0,20
Yusuke Kasuya,0,0,0,0,0,0,20,0,0,20
Danny Abbadi,0,0,0,0,0,0,20,0,0,20
Nobuhiro Obiya,0,0,0,0,0,0,20,0,0,20
Shannon Ritch,0,0,0,0,0,0,20,0,0,20
Jason Riley,0,0,0,0,0,0,20,0,0,20
Zach Light,0,0,0,0,0,0,20,0,0,20
Mohammad Yahya,0,0,0,0,0,0,20,0,0,20
Todd Brown,0,0,0,0,0,0,20,0,0,20
Mike Polchlopek,0,0,0,0,0,0,10,10,0,20
Magno Almeida,0,0,0,0,0,0,20,0,0,20
Alberto Uda,0,0,0,0,0,0,20,0,0,20
Craig White,0,0,0,0,0,0,20,0,0,20
Pat Audinwood,0,0,0,0,0,0,20,0,0,20
Cameron Dollar,0,0,0,0,0,0,10,10,0,20
Charlie Ward,0,0,0,0,0,0,20,0,0,20
Chan-Mi Jeon,0,0,0,0,0,0,20,0,0,20
Jacob Rosales,0,0,0,0,0,0,20,0,0,20
Gabriel Salinas-Jones,0,0,0,0,0,0,20,0,0,20
Micheal Gillmore,0,0,0,0,0,0,20,0,0,20
Ericka Almeida,0,0,0,0,0,0,20,0,0,20
Courtney Buck,0,0,0,0,0,0,20,0,0,20
Jorge de Oliveira,0,0,0,0,0,0,20,0,0,20
Chris Price,0,0,0,0,0,0,20,0,0,20
Josh Ferguson,0,0,0,0,0,0,20,0,0,20
YeDam Seo,0,0,0,0,0,0,20,0,0,20
Jeff Cox,0,0,0,0,0,0,20,0,0,20
KyuSung Kim,0,0,0,0,0,0,10,10,0,20
Anthony Leone,0,0,0,0,0,0,20,0,0,20
Clint Godfrey,0,0,0,0,0,0,20,0,0,20
Adam Lynn,0,0,0,0,0,0,20,0,0,20
Pat Schilling,0,0,0,0,0,0,20,0,0,20
Lee Brousseau,0,0,0,0,0,0,20,0,0,20
Dave Martin,0,0,0,0,0,0,20,0,0,20
Josh Copeland,0,0,0,0,0,0,20,0,0,20
Cameron Else,0,0,0,0,0,0,20,0,0,20
Hugo Duarte,0,0,0,0,0,0,20,0,0,20
Mark Striegl,0,0,0,0,0,0,20,0,0,20
Josh Clopton,0,0,0,0,0,0,20,0,0,20
Fabio Nascimento,0,0,0,0,0,0,20,0,0,20
Ronys Torres,0,0,0,0,0,0,20,0,0,20
Antonio Trocoli,0,0,0,0,0,10,10,0,0,20
Ryan MacDonald,0,0,0,0,0,0,20,0,0,20
Sheila Gaff,0,0,0,0,0,0,20,0,0,20
Larissa Pacheco,0,0,0,0,0,0,20,0,0,20
Don Shainis,0,0,0,0,0,0,20,0,0,20
Brogan Walker,0,0,0,0,0,0,20,0,0,20
Ben Wall,0,0,0,0,0,0,20,0,0,20
Brock Jardine,0,0,0,0,0,0,20,0,0,20
Townsend Saunders,0,0,0,0,0,0,20,0,0,20
Stefan Sekulic,0,0,0,0,0,0,20,0,0,20
JC Cottrell,0,0,0,0,0,0,20,0,0,20
Elias Garcia,0,0,0,0,0,0,20,0,0,20
Yanis Ghemmouri,0,0,0,0,0,0,20,0,0,20
Jose Maria,0,0,0,0,0,0,20,0,0,20
Justin Jones,0,0,0,0,0,0,20,0,0,20
Justin Haskins,0,0,0,0,0,0,20,0,0,20
CJ Keith,0,0,0,0,0,0,20,0,0,20
Shane Howell,0,0,0,0,0,0,20,0,0,20
Michel Quinones,0,0,0,0,0,0,20,0,0,20
David Dodd,0,0,0,0,0,0,20,0,0,20
Wendell Oliveira Marques,0,0,0,0,0,0,20,0,0,20
Carlos Huachin,0,0,0,0,0,0,20,0,0,20
Bubba Bush,0,0,0,0,0,10,10,0,0,20
Xavier Foupa-Pokam,0,0,0,0,0,0,20,0,0,20
Wade Shipp,0,0,0,0,0,0,10,10,0,20
CM Punk,0,0,0,0,0,10,10,0,0,20
Sam Fulton,0,0,0,0,0,0,20,0,0,20
Derrick Krantz,0,0,0,0,0,0,20,0,0,20
Ansar Chalangov,0,0,0,0,0,0,20,0,0,20
Waachiim Spiritwolf,0,0,0,0,0,10,10,0,0,20
Samy Schiavo,0,0,0,0,0,0,20,0,0,20
Pearl Gonzalez,0,0,0,0,0,0,20,0,0,20
Anna Elmose,0,0,0,0,0,0,20,0,0,20
Greg McIntyre,0,0,0,0,0,0,20,0,0,20
Steve Kennedy,0,0,0,0,0,0,20,0,0,20
Jason Sharp,0,0,0,0,0,0,20,0,0,20
Mitch Raposo,0,0,0,0,0,0,20,0,0,20
Gaetano Pirrello,0,0,0,0,0,0,20,0,0,20
Moti Horenstein,0,0,0,0,0,0,20,0,0,20
John Marsh,0,0,0,0,0,0,20,0,0,20
Reese Andy,0,0,0,0,0,0,20,0,0,20
Angel Pacheco,0,0,0,0,0,0,20,0,0,20
Ryuki Ueyama,0,0,0,0,0,0,20,0,0,20
Liudvik Sholinian,0,0,0,0,0,0,20,0,0,20
Justin Sumter,0,0,0,0,0,0,20,0,0,20
Miguel Linares,0,0,0,0,0,0,20,0,0,20
Paul Redmond,0,0,0,0,0,0,20,0,0,20
Josh Shockman,0,0,0,0,0,0,20,0,0,20
Jin Soo Son,0,0,0,0,0,0,20,0,0,20
Gabriel Silva,0,0,0,0,0,0,20,0,0,20
Mitch Ramirez,0,0,0,0,0,0,20,0,0,20
AJ Cunningham,0,0,0,0,0,0,20,0,0,20
Cole Williams,0,0,0,0,0,0,20,0,0,20
Mehdi Baghdad,0,0,0,0,0,0,20,0,0,20
Christophe Leninger,0,0,0,0,0,0,20,0,0,20
Chris Heatherly,0,0,0,0,0,0,20,0,0,20
Carl Deaton,0,0,0,0,0,0,20,0,0,20
Ricky Rainey,0,0,0,0,0,0,20,0,0,20
Anthony Ivy,0,0,0,0,0,0,20,0,0,20
Johil de Oliveira,0,0,0,0,0,0,20,0,0,20
Bryan Travers,0,0,0,0,0,0,20,0,0,20
Tetsuji Kato,0,0,0,0,0,0,20,0,0,20
Ivan Serati,0,0,0,0,0,0,20,0,0,20
Motonobu Tezuka,0,0,0,0,0,0,20,0,0,20
Andreas Stahl,0,0,0,0,0,0,20,0,0,20
Jonavin Webb,0,0,0,0,0,0,20,0,0,20
Alberto Crane,0,0,0,0,0,0,20,0,0,20
Yibugele,0,0,0,0,0,0,20,0,0,20
Maka Watson,0,0,0,0,0,0,20,0,0,20
Azamat Gashimov,0,0,0,0,0,0,20,0,0,20
Nick Aguirre,0,0,0,0,0,0,20,0,0,20
Marcos Mariano,0,0,0,0,0,0,20,0,0,20
Dion Staring,0,0,0,0,0,0,20,0,0,20
Rin Nakai,0,0,0,0,0,0,20,0,0,20
John Halverson,0,0,0,0,0,0,20,0,0,20
Michiyoshi Ohara,0,0,0,0,0,0,20,0,0,20
Bendy Casimir,0,0,0,0,0,0,20,0,0,20
John Kolosci,0,0,0,0,0,0,20,0,0,20
Enrique Marin,0,0,0,0,0,0,20,0,0,20
Amilcar Alves,0,0,0,0,0,0,20,0,0,20
Noah Thomas,0,0,0,0,0,0,20,0,0,20
Dustin Neace,0,0,0,0,0,0,20,0,0,20
Luke Flores,0,0,0,0,0,0,20,0,0,20
Julio Paulino,0,0,0,0,0,0,20,0,0,20
David Baron,0,0,0,0,0,0,20,0,0,20
Ramiro Hernandez,0,0,0,0,0,0,20,0,0,20
Kyle Prepolec,0,0,0,0,0,0,20,0,0,20
Val Woodburn,0,0,0,0,0,0,20,0,0,20
Bruno Souza,0,0,0,0,0,0,20,0,0,20
Nick Penner,0,0,0,0,0,0,20,0,0,20
Joe Veres,0,0,0,0,0,0,20,0,0,20
Chase Gormley,0,0,0,0,0,0,20,0,0,20
Brian Gassaway,0,0,0,0,0,0,20,0,0,20
Tom DeBlass,0,0,0,0,0,0,20,0,0,20
Michael McBride,0,0,0,0,0,0,20,0,0,20
Takenori Sato,0,0,0,0,0,0,20,0,0,20
Koji Oishi,0,0,0,0,0,0,20,0,0,20
Jim Wallhead,0,0,0,0,0,0,20,0,0,20
Art Santore,0,0,0,0,0,0,20,0,0,20
Andre Gusmao,0,0,0,0,0,0,20,0,0,20
Josh Thornburg,0,0,0,0,0,0,20,0,0,20
Konstantin Erokhin,0,0,0,0,0,0,20,0,0,20
Richardson Moreira,0,0,0,0,0,0,20,0,0,20
Yoshiaki Yatsu,0,0,0,0,0,0,20,0,0,20
Keith Berish,0,0,0,0,0,10,10,0,0,20
Edilberto de Oliveira,0,0,0,0,0,0,20,0,0,20
Alton Cunningham,0,0,0,0,0,0,20,0,0,20
Steve Lopez,0,0,0,0,0,0,20,0,0,20
Joe Vedepo,0,0,0,0,0,0,20,0,0,20
Jordan Radev,0,0,0,0,0,0,20,0,0,20
Kenneth Alexander,0,0,0,0,0,10,10,0,0,20
Danilo Belluardo,0,0,0,0,0,0,20,0,0,20
Rodrigo de Lima,0,0,0,0,0,0,20,0,0,20
Lolohea Mahe,0,0,0,0,0,0,20,0,0,20
Dileno Lopes,0,0,0,0,0,0,20,0,0,20
Valeri Ignatov,0,0,0,0,0,0,20,0,0,20
Jerron Peoples,0,0,0,0,0,0,20,0,0,20
Tateki Matsuda,0,0,0,0,0,0,20,0,0,20
Joseph Gigliotti,0,0,0,0,0,0,20,0,0,20
Luis Ramos,0,0,0,0,0,0,20,0,0,20
Rob Yundt,0,0,0,0,0,0,20,0,0,20
James Bochnovic,0,0,0,0,0,0,20,0,0,20
Mike French,0,0,0,0,0,0,20,0,0,20
Brendon Marotte,0,0,0,0,0,0,20,0,0,20
Jack May,0,0,0,0,0,0,20,0,0,20
Yuji Nagata,0,0,0,0,0,0,20,0,0,20
Chris Avila,0,0,0,0,0,0,20,0,0,20
Mike Bencic,0,0,0,0,0,0,20,0,0,20
Tim Gorman,0,0,0,0,0,0,20,0,0,20
Jamey Simmons,0,0,0,0,0,0,20,0,0,20
Terrence Mitchell,0,0,0,0,0,0,20,0,0,20
Colin Robinson,0,0,0,0,0,0,20,0,0,20
Jesse Butler,0,0,0,0,0,0,20,0,0,20
Kris Moutinho,0,0,0,0,0,0,20,0,0,20
Nazareno Malegarie,0,0,0,0,0,0,10,9,0,19
Joey Roberts,0,0,0,0,0,0,10,8,0,18
Al Matavao,0,0,0,0,0,0,10,8,0,18
Anying Wang,0,0,0,0,0,0,10,8,0,18
Taylor Johnson,0,0,0,0,0,0,10,7,0,17
Rodney Faverus,0,0,0,0,0,0,10,7,0,17
Derrick Noble,0,0,0,0,0,0,10,7,0,17
Teddy Ash,0,0,0,0,0,0,10,7,0,17
Brian Sleeman,0,0,0,0,0,0,10,7,0,17
Yurij Kiseliov,0,0,0,0,0,0,10,7,0,17
Robert Densley,0,0,0,0,0,0,10,7,0,17
Jesse Juarez,0,0,0,0,0,0,10,7,0,17
Melissa Martinez,0,0,0,0,0,0,10,7,0,17
George Bush,0,0,0,0,0,0,10,7,0,17
Corinne Laframboise,0,0,0,0,0,0,10,6,0,16
Brian Lo-A-Njoe,0,0,0,0,0,0,10,6,0,16
Shonte Barnes,0,0,0,0,0,0,10,6,0,16
